date,product_id,product_name,category,current_price,competitor_price,cost,day_of_week,month,is_weekend,is_festival,inventory_level,customer_segment,demand,revenue,profit,price_difference,discount_percentage,price_ratio,profit_margin,rolling_avg_demand,inventory_level_encoded,customer_segment_encoded,category_encoded
2025-09-25,P005,Webcam HD,Electronics,2068,2244,1200,3,9,0,0,Medium,Premium,38,78584,32984,176,7.84,0.922,41.97,46.29,2,1,1
2025-09-26,P005,Webcam HD,Electronics,2039,2166,1200,4,9,0,0,Low,Premium,69,140691,57891,127,5.86,0.941,41.15,48.57,1,1,1
2025-09-28,P005,Webcam HD,Electronics,2048,2150,1200,6,9,1,0,Medium,Budget,37,75776,31376,102,4.74,0.953,41.41,45.29,2,0,1
2025-09-29,P005,Webcam HD,Electronics,2139,2381,1200,0,9,0,0,Medium,Standard,45,96255,42255,242,10.16,0.898,43.9,47.86,2,2,1
2025-09-29,P005,Webcam HD,Electronics,2137,2015,1200,0,9,0,0,Low,Standard,36,76932,33732,-122,-6.05,1.061,43.85,48.43,1,2,1
2025-09-29,P005,Webcam HD,Electronics,1919,2052,1200,0,9,0,0,High,Standard,44,84436,31636,133,6.48,0.935,37.47,47.57,0,2,1
2025-10-01,P005,Webcam HD,Electronics,1809,1911,1200,2,10,0,0,Medium,Premium,74,133866,45066,102,5.34,0.947,33.67,49.0,2,1,1
2025-10-01,P005,Webcam HD,Electronics,2104,1831,1200,2,10,0,0,Low,Premium,7,14728,6328,-273,-14.91,1.149,42.97,44.57,1,1,1
2025-10-01,P005,Webcam HD,Electronics,1923,1704,1200,2,10,0,0,High,Standard,0,0,0,-219,-12.85,1.129,37.6,34.71,0,2,1
2025-10-02,P005,Webcam HD,Electronics,1851,1848,1200,3,10,0,1,Low,Standard,59,109209,38409,-3,-0.16,1.002,35.17,37.86,1,2,1
2025-10-03,P005,Webcam HD,Electronics,2197,2233,1200,4,10,0,1,High,Premium,45,98865,44865,36,1.61,0.984,45.38,37.86,0,1,1
2025-10-04,P005,Webcam HD,Electronics,1878,1630,1200,5,10,1,0,Medium,Standard,6,11268,4068,-248,-15.21,1.152,36.1,33.57,2,2,1
2025-10-04,P005,Webcam HD,Electronics,1929,1844,1200,5,10,1,0,Medium,Premium,50,96450,36450,-85,-4.61,1.046,37.79,34.43,2,1,1
2025-10-05,P005,Webcam HD,Electronics,2067,1964,1200,6,10,1,0,Medium,Standard,34,70278,29478,-103,-5.24,1.052,41.94,28.71,2,2,1
2025-10-09,P005,Webcam HD,Electronics,2101,2125,1200,3,10,0,0,Low,Budget,30,63030,27030,24,1.13,0.989,42.88,32.0,1,0,1
2025-10-09,P005,Webcam HD,Electronics,1865,1689,1200,3,10,0,0,High,Standard,40,74600,26600,-176,-10.42,1.104,35.66,37.71,0,2,1
2025-10-10,P005,Webcam HD,Electronics,1825,1876,1200,4,10,0,0,High,Budget,47,85775,29375,51,2.72,0.973,34.25,36.0,0,0,1
2025-10-11,P005,Webcam HD,Electronics,2126,2097,1200,5,10,1,0,High,Standard,62,131812,57412,-29,-1.38,1.014,43.56,38.43,0,2,1
2025-10-14,P005,Webcam HD,Electronics,1811,1631,1200,1,10,0,0,Medium,Standard,38,68818,23218,-180,-11.04,1.11,33.74,43.0,2,2,1
2025-10-15,P005,Webcam HD,Electronics,2132,2006,1200,2,10,0,0,Medium,Premium,7,14924,6524,-126,-6.28,1.063,43.71,36.86,2,1,1
2025-10-15,P005,Webcam HD,Electronics,2096,1882,1200,2,10,0,0,High,Premium,30,62880,26880,-214,-11.37,1.114,42.75,36.29,0,1,1
2025-10-15,P005,Webcam HD,Electronics,2112,2060,1200,2,10,0,0,Medium,Standard,20,42240,18240,-52,-2.52,1.025,43.18,34.86,2,2,1
2025-10-18,P005,Webcam HD,Electronics,1829,2054,1200,5,10,1,0,Medium,Standard,84,153636,52836,225,10.95,0.89,34.39,41.14,2,2,1
2025-10-19,P005,Webcam HD,Electronics,1959,1753,1200,6,10,1,0,Medium,Premium,43,84237,32637,-206,-11.75,1.118,38.74,40.57,2,1,1
2025-10-20,P005,Webcam HD,Electronics,1864,1620,1200,0,10,0,1,Medium,Budget,50,93200,33200,-244,-15.06,1.151,35.62,38.86,2,0,1
2025-10-20,P005,Webcam HD,Electronics,1846,1693,1200,0,10,0,1,Medium,Premium,57,105222,36822,-153,-9.04,1.09,34.99,41.57,2,1,1
2025-10-21,P005,Webcam HD,Electronics,2046,1829,1200,1,10,0,1,Low,Budget,44,90024,37224,-217,-11.86,1.119,41.35,46.86,1,0,1
2025-10-21,P005,Webcam HD,Electronics,1807,1700,1200,1,10,0,1,High,Standard,47,84929,28529,-107,-6.29,1.063,33.59,49.29,0,2,1
2025-10-21,P005,Webcam HD,Electronics,1921,1836,1200,1,10,0,1,Medium,Standard,60,115260,43260,-85,-4.63,1.046,37.53,55.0,2,2,1
2025-10-23,P005,Webcam HD,Electronics,1964,1712,1200,3,10,0,1,High,Standard,34,66776,25976,-252,-14.72,1.147,38.9,47.86,0,2,1
2025-10-23,P005,Webcam HD,Electronics,1863,2089,1200,3,10,0,1,Medium,Budget,60,111780,39780,226,10.82,0.892,35.59,50.29,2,0,1
2025-10-23,P005,Webcam HD,Electronics,1862,1871,1200,3,10,0,1,High,Standard,44,81928,29128,9,0.48,0.995,35.55,49.43,0,2,1
2025-10-25,P005,Webcam HD,Electronics,1938,1848,1200,5,10,1,0,Medium,Premium,42,81396,30996,-90,-4.87,1.049,38.08,47.29,2,1,1
2025-10-26,P005,Webcam HD,Electronics,2152,1976,1200,6,10,1,0,Medium,Standard,11,23672,10472,-176,-8.91,1.089,44.24,42.57,2,2,1
2025-10-26,P005,Webcam HD,Electronics,2145,2144,1200,6,10,1,0,Medium,Budget,34,72930,32130,-1,-0.05,1.0,44.06,40.71,2,0,1
2025-10-26,P005,Webcam HD,Electronics,1832,1673,1200,6,10,1,0,High,Budget,31,56792,19592,-159,-9.5,1.095,34.5,36.57,0,0,1
2025-10-30,P005,Webcam HD,Electronics,2093,2121,1200,3,10,0,0,High,Premium,36,75348,32148,28,1.32,0.987,42.67,36.86,0,1,1
2025-10-31,P005,Webcam HD,Electronics,2142,2115,1200,4,10,0,0,Medium,Budget,25,53550,23550,-27,-1.28,1.013,43.98,31.86,2,0,1
2025-10-31,P005,Webcam HD,Electronics,2099,2282,1200,4,10,0,0,High,Budget,69,144831,62031,183,8.02,0.92,42.83,35.43,0,0,1
2025-11-01,P005,Webcam HD,Electronics,1963,1731,1200,5,11,1,1,High,Budget,53,104039,40439,-232,-13.4,1.134,38.87,37.0,0,0,1
2025-11-02,P005,Webcam HD,Electronics,1865,1979,1200,6,11,1,0,Medium,Budget,88,164120,58520,114,5.76,0.942,35.66,48.0,2,0,1
2025-11-02,P005,Webcam HD,Electronics,2181,2059,1200,6,11,1,0,High,Standard,34,74154,33354,-122,-5.93,1.059,44.98,48.0,0,2,1
2025-11-03,P005,Webcam HD,Electronics,2185,1866,1200,0,11,0,0,Medium,Standard,7,15295,6895,-319,-17.1,1.171,45.08,44.57,2,2,1
2025-11-04,P005,Webcam HD,Electronics,1809,1742,1200,1,11,0,0,High,Budget,17,30753,10353,-67,-3.85,1.038,33.67,41.86,0,0,1
2025-11-06,P005,Webcam HD,Electronics,1935,1795,1200,3,11,0,0,Medium,Standard,24,46440,17640,-140,-7.8,1.078,37.98,41.71,2,2,1
2025-11-06,P005,Webcam HD,Electronics,1877,1973,1200,3,11,0,0,Medium,Budget,33,61941,22341,96,4.87,0.951,36.07,36.57,2,0,1
2025-11-07,P005,Webcam HD,Electronics,2045,2113,1200,4,11,0,0,Low,Budget,68,139060,57460,68,3.22,0.968,41.32,38.71,1,0,1
2025-11-08,P005,Webcam HD,Electronics,2060,2300,1200,5,11,1,0,Medium,Standard,75,154500,64500,240,10.43,0.896,41.75,36.86,2,2,1
2025-11-08,P005,Webcam HD,Electronics,2163,2466,1200,5,11,1,0,Low,Standard,101,218463,97263,303,12.29,0.877,44.52,46.43,1,2,1
2025-11-08,P005,Webcam HD,Electronics,2172,1980,1200,5,11,1,0,High,Premium,40,86880,38880,-192,-9.7,1.097,44.75,51.14,0,1,1
2025-11-10,P005,Webcam HD,Electronics,2104,2307,1200,0,11,0,0,High,Standard,75,157800,67800,203,8.8,0.912,42.97,59.43,0,2,1
2025-11-11,P005,Webcam HD,Electronics,2175,1902,1200,1,11,0,0,High,Premium,25,54375,24375,-273,-14.35,1.144,44.83,59.57,0,1,1
2025-11-13,P005,Webcam HD,Electronics,1967,1791,1200,3,11,0,0,Medium,Standard,39,76713,29913,-176,-9.83,1.098,38.99,60.43,2,2,1
2025-11-13,P005,Webcam HD,Electronics,1809,1611,1200,3,11,0,0,High,Standard,46,83214,28014,-198,-12.29,1.123,33.67,57.29,0,2,1
2025-11-14,P005,Webcam HD,Electronics,1822,2048,1200,4,11,0,0,Medium,Budget,71,129362,44162,226,11.04,0.89,34.14,56.71,2,0,1
2025-11-14,P005,Webcam HD,Electronics,2183,1882,1200,4,11,0,0,Low,Premium,16,34928,15728,-301,-15.99,1.16,45.03,44.57,1,1,1
2025-11-15,P005,Webcam HD,Electronics,2039,1941,1200,5,11,1,0,High,Standard,37,75443,31043,-98,-5.05,1.05,41.15,44.14,0,2,1
2025-11-15,P005,Webcam HD,Electronics,1919,1660,1200,5,11,1,0,Medium,Premium,52,99788,37388,-259,-15.6,1.156,37.47,40.86,2,1,1
2025-11-15,P005,Webcam HD,Electronics,1906,2097,1200,5,11,1,0,Low,Standard,81,154386,57186,191,9.11,0.909,37.04,48.86,1,2,1
2025-11-16,P005,Webcam HD,Electronics,2136,1878,1200,6,11,1,0,Medium,Budget,23,49128,21528,-258,-13.74,1.137,43.82,46.57,2,0,1
2025-11-19,P005,Webcam HD,Electronics,1835,2042,1200,2,11,0,0,Medium,Budget,48,88080,30480,207,10.14,0.899,34.6,46.86,2,0,1
2025-11-19,P005,Webcam HD,Electronics,1827,1769,1200,2,11,0,0,Low,Budget,62,113274,38874,-58,-3.28,1.033,34.32,45.57,1,0,1
2025-11-20,P005,Webcam HD,Electronics,2123,2277,1200,3,11,0,0,High,Budget,37,78551,34151,154,6.76,0.932,43.48,48.57,0,0,1
2025-11-20,P005,Webcam HD,Electronics,1942,2039,1200,3,11,0,0,Low,Standard,72,139824,53424,97,4.76,0.952,38.21,53.57,1,2,1
2025-11-20,P005,Webcam HD,Electronics,2155,2422,1200,3,11,0,0,Medium,Budget,82,176710,78310,267,11.02,0.89,44.32,57.86,2,0,1
2025-11-23,P005,Webcam HD,Electronics,2144,1993,1200,6,11,1,0,Medium,Standard,27,57888,25488,-151,-7.58,1.076,44.03,50.14,2,2,1
2025-11-24,P005,Webcam HD,Electronics,1869,2078,1200,0,11,0,0,High,Standard,61,114009,40809,209,10.06,0.899,35.79,55.57,0,2,1
2025-11-25,P005,Webcam HD,Electronics,1923,2153,1200,1,11,0,0,Medium,Premium,64,123072,46272,230,10.68,0.893,37.6,57.86,2,1,1
2025-11-25,P005,Webcam HD,Electronics,1864,1857,1200,1,11,0,0,High,Standard,38,70832,25232,-7,-0.38,1.004,35.62,54.43,0,2,1
2025-11-26,P005,Webcam HD,Electronics,2043,2073,1200,2,11,0,0,Medium,Budget,59,120537,49737,30,1.45,0.986,41.26,57.57,2,0,1
2025-11-26,P005,Webcam HD,Electronics,1988,2076,1200,2,11,0,0,Low,Budget,58,115304,45704,88,4.24,0.958,39.64,55.57,1,0,1
2025-11-27,P005,Webcam HD,Electronics,1992,1854,1200,3,11,0,0,Medium,Budget,34,67728,26928,-138,-7.44,1.074,39.76,48.71,2,0,1
2025-11-27,P005,Webcam HD,Electronics,2081,2356,1200,3,11,0,0,Medium,Budget,62,129022,54622,275,11.67,0.883,42.34,53.71,2,0,1
2025-11-27,P005,Webcam HD,Electronics,1926,1957,1200,3,11,0,0,High,Budget,29,55854,21054,31,1.58,0.984,37.69,49.14,0,0,1
2025-11-28,P005,Webcam HD,Electronics,1959,1960,1200,4,11,0,0,High,Standard,54,105786,40986,1,0.05,0.999,38.74,47.71,0,2,1
2025-11-30,P005,Webcam HD,Electronics,2127,2134,1200,6,11,1,0,High,Standard,58,123366,53766,7,0.33,0.997,43.58,50.57,0,2,1
2025-12-02,P005,Webcam HD,Electronics,2159,1878,1200,1,12,0,0,Medium,Budget,12,25908,11508,-281,-14.96,1.15,44.42,43.86,2,0,1
2025-12-03,P005,Webcam HD,Electronics,1865,2132,1200,2,12,0,0,Low,Premium,98,182770,65170,267,12.52,0.875,35.66,49.57,1,1,1
2025-12-03,P005,Webcam HD,Electronics,2155,2006,1200,2,12,0,0,High,Standard,25,53875,23875,-149,-7.43,1.074,44.32,48.29,0,2,1
2025-12-03,P005,Webcam HD,Electronics,2076,1900,1200,2,12,0,0,Medium,Budget,42,87192,36792,-176,-9.26,1.093,42.2,45.43,2,0,1
2025-12-03,P005,Webcam HD,Electronics,1840,2081,1200,2,12,0,0,Medium,Budget,82,150880,52480,241,11.58,0.884,34.78,53.0,2,0,1
2025-12-04,P005,Webcam HD,Electronics,2101,1845,1200,3,12,0,0,Low,Standard,11,23111,9911,-256,-13.88,1.139,42.88,46.86,1,2,1
2025-12-05,P005,Webcam HD,Electronics,1914,2173,1200,4,12,0,0,Low,Budget,84,160776,59976,259,11.92,0.881,37.3,50.57,1,0,1
2025-12-06,P005,Webcam HD,Electronics,2122,1923,1200,5,12,1,0,Medium,Standard,55,116710,50710,-199,-10.35,1.103,43.45,56.71,2,2,1
2025-12-07,P005,Webcam HD,Electronics,1975,2043,1200,6,12,1,0,Low,Premium,76,150100,58900,68,3.33,0.967,39.24,53.57,1,1,1
2025-12-08,P005,Webcam HD,Electronics,2072,1903,1200,0,12,0,0,Medium,Standard,37,76664,32264,-169,-8.88,1.089,42.08,55.29,2,2,1
2025-12-09,P005,Webcam HD,Electronics,2130,1841,1200,1,12,0,0,High,Standard,15,31950,13950,-289,-15.7,1.157,43.66,51.43,0,2,1
2025-12-09,P005,Webcam HD,Electronics,1999,1775,1200,1,12,0,0,Medium,Budget,6,11994,4794,-224,-12.62,1.126,39.97,40.57,2,0,1
2025-12-09,P005,Webcam HD,Electronics,1905,1629,1200,1,12,0,0,Medium,Standard,2,3810,1410,-276,-16.94,1.169,37.01,39.29,2,2,1
2025-12-09,P005,Webcam HD,Electronics,1849,1643,1200,1,12,0,0,Medium,Premium,19,35131,12331,-206,-12.54,1.125,35.1,30.0,2,1,1
2025-12-10,P005,Webcam HD,Electronics,2030,2147,1200,2,12,0,0,High,Standard,38,77140,31540,117,5.45,0.946,40.89,27.57,0,2,1
2025-12-13,P005,Webcam HD,Electronics,1914,1963,1200,5,12,1,0,Medium,Standard,82,156948,58548,49,2.5,0.975,37.3,28.43,2,2,1
2025-12-14,P005,Webcam HD,Electronics,2054,2154,1200,6,12,1,0,Medium,Budget,79,162266,67466,100,4.64,0.954,41.58,34.43,2,0,1
2025-12-15,P005,Webcam HD,Electronics,2158,2051,1200,0,12,0,0,Medium,Premium,35,75530,33530,-107,-5.22,1.052,44.39,37.29,2,1,1
2025-12-19,P005,Webcam HD,Electronics,2149,2177,1200,4,12,0,0,Medium,Premium,74,159026,70226,28,1.29,0.987,44.16,47.0,2,1,1
2025-12-20,P005,Webcam HD,Electronics,1982,1981,1200,5,12,1,0,Low,Standard,52,103064,40664,-1,-0.05,1.001,39.46,54.14,1,2,1
2025-12-21,P005,Webcam HD,Electronics,1920,2025,1200,6,12,1,0,High,Standard,77,147840,55440,105,5.19,0.948,37.5,62.43,0,2,1
2025-12-23,P005,Webcam HD,Electronics,2118,2362,1200,1,12,0,0,Low,Budget,91,192738,83538,244,10.33,0.897,43.34,70.0,1,0,1
2025-12-23,P005,Webcam HD,Electronics,1823,1638,1200,1,12,0,0,High,Standard,10,18230,6230,-185,-11.29,1.113,34.17,59.71,0,2,1
2025-12-25,P005,Webcam HD,Electronics,1889,1747,1200,3,12,0,1,High,Standard,56,105784,38584,-142,-8.13,1.081,36.47,56.43,0,2,1
2025-12-25,P005,Webcam HD,Electronics,1995,1885,1200,3,12,0,1,Medium,Standard,79,157605,62805,-110,-5.84,1.058,39.85,62.71,2,2,1
2025-12-26,P005,Webcam HD,Electronics,2172,1989,1200,4,12,0,1,High,Standard,48,104256,46656,-183,-9.2,1.092,44.75,59.0,0,2,1
2025-12-26,P005,Webcam HD,Electronics,2015,2129,1200,4,12,0,1,Medium,Standard,69,139035,56235,114,5.35,0.946,40.45,61.43,2,2,1
2025-12-27,P005,Webcam HD,Electronics,1865,1654,1200,5,12,1,0,Medium,Budget,45,83925,29925,-211,-12.76,1.128,35.66,56.86,2,0,1
2025-07-02,P006,Phone Case,Accessories,542,497,200,2,7,0,0,Medium,Budget,59,31978,20178,-45,-9.05,1.091,63.1,59.0,2,0,0
2025-07-03,P006,Phone Case,Accessories,547,535,200,3,7,0,0,Medium,Standard,77,42119,26719,-12,-2.24,1.022,63.44,68.0,2,2,0
2025-07-04,P006,Phone Case,Accessories,479,486,200,4,7,0,0,Medium,Standard,54,25866,15066,7,1.44,0.986,58.25,63.33,2,2,0
2025-07-04,P006,Phone Case,Accessories,457,419,200,4,7,0,0,Low,Standard,61,27877,15677,-38,-9.07,1.091,56.24,62.75,1,2,0
2025-07-04,P006,Phone Case,Accessories,527,601,200,4,7,0,0,Medium,Budget,54,28458,17658,74,12.31,0.877,62.05,61.0,2,0,0
2025-07-07,P006,Phone Case,Accessories,462,420,200,0,7,0,0,Low,Budget,75,34650,19650,-42,-10.0,1.1,56.71,63.33,1,0,0
2025-07-07,P006,Phone Case,Accessories,492,499,200,0,7,0,0,Medium,Budget,24,11808,7008,7,1.4,0.986,59.35,57.71,2,0,0
2025-07-08,P006,Phone Case,Accessories,543,521,200,1,7,0,0,Low,Standard,37,20091,12691,-22,-4.22,1.042,63.17,54.57,1,2,0
2025-07-08,P006,Phone Case,Accessories,512,507,200,1,7,0,0,Medium,Standard,32,16384,9984,-5,-0.99,1.01,60.94,48.14,2,2,0
2025-07-10,P006,Phone Case,Accessories,512,442,200,3,7,0,0,Medium,Standard,44,22528,13728,-70,-15.84,1.158,60.94,46.71,2,2,0
2025-07-10,P006,Phone Case,Accessories,484,513,200,3,7,0,0,Medium,Budget,73,35332,20732,29,5.65,0.943,58.68,48.43,2,0,0
2025-07-13,P006,Phone Case,Accessories,487,499,200,6,7,1,0,Low,Standard,51,24837,14637,12,2.4,0.976,58.93,48.0,1,2,0
2025-07-13,P006,Phone Case,Accessories,546,464,200,6,7,1,0,High,Standard,56,30576,19376,-82,-17.67,1.177,63.37,45.29,0,2,0
2025-07-13,P006,Phone Case,Accessories,459,502,200,6,7,1,0,Low,Standard,66,30294,17094,43,8.57,0.914,56.43,51.29,1,2,0
2025-07-13,P006,Phone Case,Accessories,526,457,200,6,7,1,0,Medium,Budget,43,22618,14018,-69,-15.1,1.151,61.98,52.14,2,0,0
2025-07-14,P006,Phone Case,Accessories,526,492,200,0,7,0,0,Medium,Standard,70,36820,22820,-34,-6.91,1.069,61.98,57.57,2,2,0
2025-07-16,P006,Phone Case,Accessories,507,505,200,2,7,0,0,Medium,Standard,46,23322,14122,-2,-0.4,1.004,60.55,57.86,2,2,0
2025-07-17,P006,Phone Case,Accessories,519,514,200,3,7,0,0,Low,Budget,39,20241,12441,-5,-0.97,1.01,61.46,53.0,1,0,0
2025-07-18,P006,Phone Case,Accessories,504,430,200,4,7,0,0,Low,Standard,71,35784,21584,-74,-17.21,1.172,60.32,55.86,1,2,0
2025-07-19,P006,Phone Case,Accessories,458,496,200,5,7,1,0,Medium,Standard,74,33892,19092,38,7.66,0.923,56.33,58.43,2,2,0
2025-07-21,P006,Phone Case,Accessories,539,599,200,0,7,0,0,High,Premium,66,35574,22374,60,10.02,0.9,62.89,58.43,0,1,0
2025-07-22,P006,Phone Case,Accessories,538,585,200,1,7,0,0,Low,Budget,62,33356,20956,47,8.03,0.92,62.83,61.14,1,0,0
2025-07-23,P006,Phone Case,Accessories,521,461,200,2,7,0,0,Low,Standard,76,39596,24396,-60,-13.02,1.13,61.61,62.0,1,2,0
2025-07-24,P006,Phone Case,Accessories,522,494,200,3,7,0,0,Low,Budget,63,32886,20286,-28,-5.67,1.057,61.69,64.43,1,0,0
2025-07-25,P006,Phone Case,Accessories,462,511,200,4,7,0,0,Low,Premium,52,24024,13624,49,9.59,0.904,56.71,66.29,1,1,0
2025-07-26,P006,Phone Case,Accessories,481,527,200,5,7,1,0,Medium,Premium,74,35594,20794,46,8.73,0.913,58.42,66.71,2,1,0
2025-07-26,P006,Phone Case,Accessories,458,426,200,5,7,1,0,Medium,Standard,73,33434,18834,-32,-7.51,1.075,56.33,66.57,2,2,0
2025-07-26,P006,Phone Case,Accessories,512,524,200,5,7,1,0,High,Budget,43,22016,13416,12,2.29,0.977,60.94,63.29,0,0,0
2025-07-27,P006,Phone Case,Accessories,460,523,200,6,7,1,0,High,Premium,64,29440,16640,63,12.05,0.88,56.52,63.57,0,1,0
2025-07-28,P006,Phone Case,Accessories,480,500,200,0,7,0,0,Medium,Budget,44,21120,12320,20,4.0,0.96,58.33,59.0,2,0,0
2025-07-29,P006,Phone Case,Accessories,471,430,200,1,7,0,0,Medium,Premium,65,30615,17615,-41,-9.53,1.095,57.54,59.29,2,1,0
2025-07-29,P006,Phone Case,Accessories,473,448,200,1,7,0,0,Medium,Budget,36,17028,9828,-25,-5.58,1.056,57.72,57.0,2,0,0
2025-07-29,P006,Phone Case,Accessories,459,455,200,1,7,0,0,High,Standard,54,24786,13986,-4,-0.88,1.009,56.43,54.14,0,2,0
2025-07-31,P006,Phone Case,Accessories,544,465,200,3,7,0,0,High,Premium,59,32096,20296,-79,-16.99,1.17,63.24,52.14,0,1,0
2025-08-01,P006,Phone Case,Accessories,508,445,200,4,8,0,0,Low,Standard,58,29464,17864,-63,-14.16,1.142,60.63,54.29,1,2,0
2025-08-02,P006,Phone Case,Accessories,529,606,200,5,8,1,0,Low,Standard,77,40733,25333,77,12.71,0.873,62.19,56.14,1,2,0
2025-08-04,P006,Phone Case,Accessories,450,485,200,0,8,0,0,Medium,Standard,61,27450,15250,35,7.22,0.928,55.56,58.57,2,2,0
2025-08-04,P006,Phone Case,Accessories,452,419,200,0,8,0,0,Medium,Premium,65,29380,16380,-33,-7.88,1.079,55.75,58.57,2,1,0
2025-08-04,P006,Phone Case,Accessories,462,425,200,0,8,0,0,Medium,Budget,52,24024,13624,-37,-8.71,1.087,56.71,60.86,2,0,0
2025-08-05,P006,Phone Case,Accessories,518,516,200,1,8,0,0,Medium,Budget,61,31598,19398,-2,-0.39,1.004,61.39,61.86,2,0,0
2025-08-06,P006,Phone Case,Accessories,490,518,200,2,8,0,0,Low,Standard,43,21070,12470,28,5.41,0.946,59.18,59.57,1,2,0
2025-08-07,P006,Phone Case,Accessories,535,505,200,3,8,0,0,High,Budget,15,8025,5025,-30,-5.94,1.059,62.62,53.43,0,0,0
2025-08-07,P006,Phone Case,Accessories,506,561,200,3,8,0,0,High,Standard,44,22264,13464,55,9.8,0.902,60.47,48.71,0,2,0
2025-08-09,P006,Phone Case,Accessories,458,447,200,5,8,1,0,High,Standard,37,16946,9546,-11,-2.46,1.025,56.33,45.29,0,2,0
2025-08-09,P006,Phone Case,Accessories,494,462,200,5,8,1,0,Medium,Budget,67,33098,19698,-32,-6.93,1.069,59.51,45.57,2,0,0
2025-08-10,P006,Phone Case,Accessories,471,418,200,6,8,1,0,Medium,Premium,59,27789,15989,-53,-12.68,1.127,57.54,46.57,2,1,0
2025-08-10,P006,Phone Case,Accessories,476,417,200,6,8,1,0,High,Premium,43,20468,11868,-59,-14.15,1.141,57.98,44.0,0,1,0
2025-08-12,P006,Phone Case,Accessories,484,454,200,1,8,0,0,High,Premium,54,26136,15336,-30,-6.61,1.066,58.68,45.57,0,1,0
2025-08-14,P006,Phone Case,Accessories,464,519,200,3,8,0,0,High,Premium,75,34800,19800,55,10.6,0.894,56.9,54.14,0,1,0
2025-08-15,P006,Phone Case,Accessories,451,481,200,4,8,0,1,Low,Standard,104,46904,26104,30,6.24,0.938,55.65,62.71,1,2,0
2025-08-15,P006,Phone Case,Accessories,507,439,200,4,8,0,1,Low,Standard,58,29406,17806,-68,-15.49,1.155,60.55,65.71,1,2,0
2025-08-15,P006,Phone Case,Accessories,513,566,200,4,8,0,1,Medium,Budget,68,34884,21284,53,9.36,0.906,61.01,65.86,2,0,0
2025-08-15,P006,Phone Case,Accessories,531,566,200,4,8,0,1,High,Budget,82,43542,27142,35,6.18,0.938,62.34,69.14,0,0,0
2025-08-18,P006,Phone Case,Accessories,528,461,200,0,8,0,0,Medium,Standard,36,19008,11808,-67,-14.53,1.145,62.12,68.14,2,2,0
2025-08-18,P006,Phone Case,Accessories,509,537,200,0,8,0,0,Medium,Premium,74,37666,22866,28,5.21,0.948,60.71,71.0,2,1,0
2025-08-19,P006,Phone Case,Accessories,535,502,200,1,8,0,0,Low,Standard,26,13910,8710,-33,-6.57,1.066,62.62,64.0,1,2,0
2025-08-19,P006,Phone Case,Accessories,511,494,200,1,8,0,0,Medium,Premium,67,34237,20837,-17,-3.44,1.034,60.86,58.71,2,1,0
2025-08-19,P006,Phone Case,Accessories,455,446,200,1,8,0,0,Low,Budget,46,20930,11730,-9,-2.02,1.02,56.04,57.0,1,0,0
2025-08-19,P006,Phone Case,Accessories,533,570,200,1,8,0,0,Medium,Budget,30,15990,9990,37,6.49,0.935,62.48,51.57,2,0,0
2025-08-20,P006,Phone Case,Accessories,470,503,200,2,8,0,0,Low,Standard,75,35250,20250,33,6.56,0.934,57.45,50.57,1,2,0
2025-08-23,P006,Phone Case,Accessories,506,443,200,5,8,1,0,Low,Standard,82,41492,25092,-63,-14.22,1.142,60.47,57.14,1,2,0
2025-08-23,P006,Phone Case,Accessories,458,430,200,5,8,1,0,Medium,Standard,38,17404,9804,-28,-6.51,1.065,56.33,52.0,2,2,0
2025-08-25,P006,Phone Case,Accessories,472,508,200,0,8,0,0,Medium,Standard,62,29264,16864,36,7.09,0.929,57.63,57.14,2,2,0
2025-08-25,P006,Phone Case,Accessories,513,502,200,0,8,0,0,Medium,Budget,58,29754,18154,-11,-2.19,1.022,61.01,55.86,2,0,0
2025-08-25,P006,Phone Case,Accessories,474,527,200,0,8,0,0,Low,Budget,52,24648,14248,53,10.06,0.899,57.81,56.71,1,0,0
2025-08-25,P006,Phone Case,Accessories,467,426,200,0,8,0,0,Medium,Standard,32,14944,8544,-41,-9.62,1.096,57.17,57.0,2,2,0
2025-08-26,P006,Phone Case,Accessories,512,524,200,1,8,0,0,Medium,Budget,37,18944,11544,12,2.29,0.977,60.94,51.57,2,0,0
2025-08-27,P006,Phone Case,Accessories,528,483,200,2,8,0,0,Low,Premium,47,24816,15416,-45,-9.32,1.093,62.12,46.57,1,1,0
2025-08-28,P006,Phone Case,Accessories,470,478,200,3,8,0,0,Medium,Budget,41,19270,11070,8,1.67,0.983,57.45,47.0,2,0,0
2025-08-29,P006,Phone Case,Accessories,527,519,200,4,8,0,0,Medium,Standard,51,26877,16677,-8,-1.54,1.015,62.05,45.43,2,2,0
2025-08-31,P006,Phone Case,Accessories,502,522,200,6,8,1,0,High,Budget,68,34136,20536,20,3.83,0.962,60.16,46.86,0,0,0
2025-09-01,P006,Phone Case,Accessories,509,530,200,0,9,0,0,Low,Premium,75,38175,23175,21,3.96,0.96,60.71,50.14,1,1,0
2025-09-01,P006,Phone Case,Accessories,469,511,200,0,9,0,0,Medium,Standard,47,22043,12643,42,8.22,0.918,57.36,52.29,2,2,0
2025-09-02,P006,Phone Case,Accessories,517,478,200,1,9,0,0,Medium,Premium,77,39809,24409,-39,-8.16,1.082,61.32,58.0,2,1,0
